,YEAR,MONTH,DAY,SEASON,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP
2321,2006,5,10,1,58.4,51.3,1014.4,998.5,7.6,3.8,11.8,18.1,72.0,46.9,0.0,0.0
2322,2006,5,11,1,68.9,61.0,1005.7,990.3,7.7,8.8,18.8,22.7,80.1,62.1,0.0,0.0
2323,2006,5,12,1,60.9,46.2,1006.3,990.7,9.9,5.9,13.0,19.0,81.0,44.1,0.04,0.0
2324,2006,5,13,1,62.5,47.3,1010.0,994.4,9.7,3.4,10.9,16.9,77.0,44.1,0.0,0.0
2325,2006,5,14,1,63.2,52.5,1009.5,993.9,9.4,6.0,18.8,33.6,77.0,48.0,0.01,0.0
2326,2006,5,15,1,59.8,51.9,1010.6,994.9,7.7,1.8,6.0,0.0,75.9,46.0,0.21,0.0
2327,2006,5,16,1,60.7,46.7,1009.4,993.7,9.8,5.1,9.9,17.9,72.0,46.0,0.02,0.0
2328,2006,5,17,1,60.9,47.9,1006.6,990.9,9.3,2.9,9.9,0.0,75.9,46.9,0.0,0.0
2329,2006,5,18,1,62.5,52.0,1003.3,987.5,8.8,5.8,17.9,21.8,80.1,46.9,0.0,0.0
2330,2006,5,19,1,60.5,46.4,1006.5,990.9,9.4,7.4,15.0,20.8,80.1,46.0,0.22,0.0
2331,2006,5,20,1,65.7,53.1,1009.0,993.4,10.0,6.4,12.8,18.8,82.9,52.0,0.02,0.0
2332,2006,5,21,1,71.3,53.5,1009.9,994.4,10.0,5.1,12.8,19.8,84.0,55.9,0.0,0.0
2333,2006,5,22,1,67.8,49.9,1013.7,998.1,9.8,5.3,9.9,0.0,77.0,59.0,0.0,0.0
2334,2006,5,23,1,62.7,45.2,1018.1,2.3,10.0,4.1,8.9,0.0,75.9,50.0,0.0,0.0
2335,2006,5,24,1,63.2,43.0,1018.9,3.1,10.0,3.0,9.9,0.0,82.0,45.0,0.0,0.0
2336,2006,5,25,1,73.8,58.7,1014.2,998.6,8.6,7.2,14.0,22.7,90.0,62.6,0.0,0.0
2337,2006,5,26,1,77.7,63.2,1008.6,993.2,8.4,9.1,15.0,19.8,90.0,62.1,0.0,0.0
2338,2006,5,27,1,76.2,63.4,1009.5,993.7,8.9,5.5,9.9,18.8,90.0,64.9,0.07,0.0
2339,2006,5,28,1,75.0,61.1,1017.6,2.0,8.7,4.5,10.9,0.0,88.0,60.1,0.0,0.0
2340,2006,5,29,1,75.8,61.8,1020.0,4.4,8.8,2.9,8.0,0.0,88.0,60.1,0.0,0.0
2341,2006,5,30,1,77.0,60.8,1018.9,3.3,8.7,2.8,8.0,15.0,91.9,61.0,0.0,0.0
2342,2006,5,31,1,77.8,64.2,1019.6,4.0,8.6,3.9,9.9,0.0,91.9,61.0,0.21,0.0
2343,2006,6,1,1,77.6,66.1,1018.3,2.8,9.3,6.5,10.9,0.0,91.0,66.9,0.0,0.0
2344,2006,6,2,1,77.9,66.8,1013.8,998.1,9.6,9.2,15.9,20.8,91.0,66.9,0.0,0.0
2345,2006,6,3,1,72.6,64.9,1008.8,993.3,7.5,6.3,12.8,20.0,91.0,69.1,1.4,0.0
2346,2006,6,4,1,69.4,56.3,1010.1,994.6,9.2,2.7,13.8,0.0,84.0,57.0,0.53,0.0
2347,2006,6,5,1,65.8,57.5,1010.7,995.1,8.2,5.6,12.8,15.0,84.0,57.0,0.13,0.0
2348,2006,6,6,1,64.5,54.8,1012.3,996.6,9.9,3.8,13.8,17.9,78.1,55.0,0.01,0.0
2349,2006,6,7,1,68.4,56.7,1012.1,996.5,7.8,3.8,10.9,0.0,86.0,54.0,0.09,0.0
2350,2006,6,8,1,72.1,58.0,1010.2,994.6,9.0,3.9,12.8,18.8,86.0,54.0,0.0,0.0
2351,2006,6,9,1,71.1,59.5,1009.8,994.3,7.3,3.3,9.9,0.0,84.9,57.9,0.19,0.0
2352,2006,6,10,1,74.0,57.8,1009.9,994.4,8.9,2.9,8.0,18.1,86.0,57.9,0.0,0.0
2353,2006,6,11,1,72.6,62.5,1010.8,995.2,9.2,3.9,9.9,0.0,86.0,61.0,0.59,0.0
2354,2006,6,12,1,71.4,67.0,1012.1,996.7,7.1,5.2,11.8,20.8,86.0,62.1,0.27,0.0
2355,2006,6,13,1,68.2,58.7,1016.9,1.3,9.4,6.3,8.9,0.0,75.9,64.0,0.08,0.0
2356,2006,6,14,1,67.2,65.1,1013.3,997.2,3.6,7.1,15.9,23.7,75.0,64.0,0.54,0.0
2357,2006,6,15,1,69.7,59.1,1016.2,0.5,8.7,2.2,8.0,0.0,82.9,57.9,5.11,0.0
2358,2006,6,16,1,72.2,59.3,1021.0,5.4,8.1,2.0,6.0,0.0,84.9,57.9,0.0,0.0
2359,2006,6,17,1,75.0,59.9,1022.4,6.7,9.0,4.8,10.9,0.0,87.1,59.0,0.0,0.0
2360,2006,6,18,1,75.5,60.9,1021.5,5.8,8.4,5.8,11.8,15.9,87.1,60.1,0.0,0.0
2361,2006,6,19,1,76.3,62.4,1018.7,3.2,9.8,9.2,13.0,18.1,87.1,64.0,0.0,0.0
2362,2006,6,20,1,79.7,62.9,1016.1,0.6,9.1,6.1,8.9,0.0,91.9,64.0,0.0,0.0
2363,2006,6,21,2,80.0,66.0,1018.2,2.7,8.7,2.9,10.9,0.0,91.9,66.9,0.0,0.0
2364,2006,6,22,2,79.5,68.8,1020.3,4.7,7.8,4.4,8.9,0.0,95.0,68.0,0.0,0.0
2365,2006,6,23,2,79.9,71.0,1018.6,3.1,6.5,6.2,12.8,18.8,95.0,68.0,0.0,0.0
2366,2006,6,24,2,75.9,69.5,1017.8,2.5,6.0,2.6,8.9,0.0,88.0,69.8,0.54,0.0
2367,2006,6,25,2,75.9,71.4,1016.8,1.3,8.4,6.3,18.8,28.7,89.1,70.0,0.0,0.0
2368,2006,6,26,2,75.2,71.2,1015.0,999.4,6.7,5.7,12.0,0.0,86.0,70.0,0.8,0.0
2369,2006,6,27,2,75.9,71.6,1015.3,999.7,9.2,7.8,15.9,21.8,86.0,70.0,0.12,0.0
2370,2006,6,28,2,78.0,70.0,1017.4,1.7,9.0,3.9,8.0,0.0,91.0,68.0,0.58,0.0
2371,2006,6,29,2,78.8,65.1,1018.0,2.5,8.5,4.0,9.9,0.0,91.0,68.0,0.0,0.0
2372,2006,6,30,2,75.5,62.6,1018.0,2.4,8.0,2.9,8.9,0.0,90.0,66.0,0.0,0.0
2373,2006,7,1,2,75.2,60.8,1021.5,5.8,6.9,1.4,5.1,0.0,88.0,62.1,0.0,0.0
2374,2006,7,2,2,80.2,65.9,1022.1,6.5,6.7,4.1,10.9,15.0,93.9,62.1,0.0,0.0
2375,2006,7,3,2,82.8,69.0,1020.5,5.0,6.7,5.4,8.9,0.0,95.0,68.0,0.0,0.0
2376,2006,7,4,2,83.6,71.4,1018.3,2.8,6.0,6.8,12.8,19.8,95.0,71.1,0.0,0.0
2377,2006,7,5,2,82.7,70.2,1016.1,0.7,8.1,7.9,13.0,16.9,93.9,73.9,0.0,0.0
2378,2006,7,6,2,73.3,68.3,1016.7,0.9,7.3,4.7,10.9,0.0,91.9,69.1,0.75,0.0
2379,2006,7,7,2,69.9,59.6,1022.6,6.9,9.1,5.6,11.8,18.1,80.1,61.0,0.32,0.0
2380,2006,7,8,2,69.6,57.7,1022.8,7.1,9.7,2.9,8.0,0.0,82.0,57.9,0.0,0.0
2381,2006,7,9,2,72.5,60.6,1020.2,4.5,9.1,3.5,8.9,0.0,84.0,57.9,0.0,0.0
2382,2006,7,10,2,76.1,63.0,1019.1,3.5,8.7,4.7,9.9,18.1,88.0,61.0,0.0,0.0
2383,2006,7,11,2,79.8,65.9,1021.0,5.4,7.1,5.1,8.9,0.0,91.0,63.0,0.0,0.0
2384,2006,7,12,2,81.5,69.6,1021.4,5.8,9.6,8.0,13.8,17.9,91.9,69.1,0.0,0.0
2385,2006,7,13,2,83.3,72.3,1018.4,3.0,10.0,10.1,15.0,19.8,93.0,72.0,0.0,0.0
2386,2006,7,14,2,82.2,73.4,1016.6,1.2,9.1,8.1,11.8,0.0,93.0,75.0,0.22,0.0
2387,2006,7,15,2,81.9,71.9,1015.6,0.3,8.7,4.3,8.0,0.0,93.0,73.0,0.0,0.0
2388,2006,7,16,2,82.4,69.7,1016.1,0.7,8.1,4.8,10.9,13.8,93.0,73.0,0.0,0.0
2389,2006,7,17,2,80.6,66.0,1017.3,1.8,9.5,2.9,8.0,0.0,93.0,68.0,0.0,0.0
2390,2006,7,18,2,82.7,68.1,1016.3,0.9,9.2,2.2,7.0,0.0,95.0,68.0,0.0,0.0
2391,2006,7,19,2,80.8,70.1,1016.9,1.5,5.7,2.8,13.8,25.8,95.0,70.0,0.0,0.0
2392,2006,7,20,2,78.6,68.6,1019.5,3.9,6.4,3.8,15.0,17.9,93.9,69.1,0.03,0.0
2393,2006,7,21,2,80.9,69.8,1016.5,1.0,6.8,8.3,15.0,18.8,93.9,69.1,0.0,0.0
2394,2006,7,22,2,81.7,71.2,1012.2,996.9,9.8,11.3,15.0,19.8,93.9,70.0,0.05,0.0
2395,2006,7,23,2,76.1,69.9,1011.8,996.3,7.9,4.0,12.8,0.0,89.1,71.1,0.01,0.0
2396,2006,7,24,2,76.1,67.4,1016.3,0.8,6.2,3.2,8.9,0.0,87.1,66.9,0.29,0.0
2397,2006,7,25,2,76.4,70.3,1016.8,1.4,7.5,3.3,8.0,13.8,84.9,66.9,0.55,0.0
2398,2006,7,26,2,77.7,70.6,1016.0,0.6,4.8,1.5,6.0,0.0,90.0,71.1,1.06,0.0
2399,2006,7,27,2,80.7,71.6,1016.9,1.4,5.5,4.5,10.9,13.8,91.9,71.1,0.0,0.0
2400,2006,7,28,2,81.5,70.8,1018.9,3.4,8.5,6.5,10.9,0.0,96.1,72.0,0.01,0.0
2401,2006,7,29,2,82.5,70.5,1017.8,2.3,9.6,7.0,12.8,16.9,96.1,72.0,0.0,0.0
2402,2006,7,30,2,80.0,68.8,1013.5,998.0,9.3,5.9,9.9,0.0,91.0,72.0,0.02,0.0
2403,2006,7,31,2,83.0,72.7,1013.2,997.9,5.2,1.8,7.0,0.0,95.0,72.0,0.0,0.0
2404,2006,8,1,2,83.2,73.6,1015.9,0.4,5.1,1.9,8.0,0.0,97.0,73.9,0.0,0.0
2405,2006,8,2,2,85.5,74.5,1015.6,0.3,5.3,3.2,15.0,18.8,97.0,73.9,0.07,0.0
2406,2006,8,3,2,86.2,73.4,1013.5,998.1,5.8,4.2,9.9,0.0,99.0,75.0,0.0,0.0
2407,2006,8,4,2,84.8,72.7,1012.5,997.2,7.2,3.4,7.0,0.0,99.0,75.0,0.22,0.0
2408,2006,8,5,2,82.1,70.3,1016.0,0.6,9.5,6.7,13.8,16.9,98.1,75.0,0.0,0.0
2409,2006,8,6,2,81.8,68.5,1020.5,5.0,9.9,2.7,7.0,0.0,91.9,73.0,0.0,0.0
2410,2006,8,7,2,79.9,71.5,1020.9,5.3,7.5,4.6,9.9,0.0,95.0,73.9,0.0,0.0
2411,2006,8,8,2,80.7,72.8,1017.9,2.4,5.1,4.0,6.0,0.0,95.0,72.0,0.93,0.0
2412,2006,8,9,2,79.8,70.5,1017.9,2.4,6.0,5.3,11.8,0.0,91.9,72.0,0.0,0.0
2413,2006,8,10,2,81.5,69.2,1014.0,998.6,8.3,5.7,9.9,15.0,93.0,73.0,0.0,0.0
2414,2006,8,11,2,77.4,70.1,1010.4,995.0,6.1,4.4,8.9,0.0,93.0,73.0,0.0,0.0
2415,2006,8,12,2,73.4,61.6,1015.5,0.0,8.6,6.5,14.0,0.0,81.0,68.0,0.0,0.0
2416,2006,8,13,2,71.4,57.7,1018.9,3.2,10.0,1.8,7.0,0.0,84.9,59.0,0.01,0.0
2417,2006,8,14,2,75.2,61.6,1018.5,2.8,10.0,5.6,10.9,13.8,89.1,59.0,0.0,0.0
2418,2006,8,15,2,80.6,68.0,1014.8,999.4,9.9,8.4,12.8,0.0,91.9,61.0,0.0,0.0
2419,2006,8,16,2,79.8,70.4,1016.8,1.5,7.3,6.3,10.9,0.0,91.9,71.1,0.0,0.0
2420,2006,8,17,2,77.2,62.8,1019.8,4.2,8.3,7.0,15.0,19.8,88.0,66.0,0.0,0.0
2421,2006,8,18,2,76.3,66.9,1019.6,4.2,9.5,5.1,10.9,0.0,89.1,66.0,0.0,0.0
2422,2006,8,19,2,78.9,70.2,1017.1,1.9,9.0,3.5,11.1,0.0,91.0,68.0,0.53,0.0
2423,2006,8,20,2,82.4,71.4,1014.2,998.8,9.7,8.2,12.8,17.9,93.0,69.1,0.0,0.0
2424,2006,8,21,2,79.4,70.5,1016.5,1.1,6.9,4.1,10.9,0.0,93.0,73.0,0.41,0.0
2425,2006,8,22,2,78.1,71.7,1017.8,2.4,5.4,3.9,9.9,0.0,87.1,72.0,0.09,0.0
2426,2006,8,23,2,79.8,70.2,1015.5,0.2,7.1,5.0,9.9,0.0,88.0,72.0,0.01,0.0
2427,2006,8,24,2,77.4,64.5,1015.0,999.5,7.8,2.3,8.9,0.0,91.0,64.9,0.0,0.0
2428,2006,8,25,2,77.6,63.3,1016.0,0.6,6.1,2.4,8.0,0.0,91.9,64.4,0.0,0.0
2429,2006,8,26,2,79.3,63.1,1017.5,2.0,9.6,3.3,10.9,0.0,93.9,64.9,0.0,0.0
2430,2006,8,27,2,78.9,64.0,1018.3,2.8,9.7,3.3,8.9,0.0,93.9,64.9,0.0,0.0
2431,2006,8,28,2,83.3,68.9,1014.7,999.4,9.2,6.8,10.9,14.0,97.0,64.9,0.0,0.0
2432,2006,8,29,2,84.3,69.3,1010.6,995.3,9.6,8.7,13.8,19.8,99.0,72.0,0.0,0.0
2433,2006,8,30,2,80.9,71.0,1010.7,995.2,9.1,4.4,12.0,0.0,99.0,73.0,0.0,0.0
2434,2006,8,31,2,73.7,71.3,1013.0,997.5,4.9,7.0,15.0,19.8,75.2,71.6,1.62,0.0
2435,2006,9,1,2,67.0,64.1,1007.9,992.2,5.6,13.1,19.8,26.0,72.0,62.6,1.41,0.0
2436,2006,9,2,2,69.7,58.3,1013.0,997.4,9.7,5.2,9.9,15.9,84.9,59.0,0.15,0.0
2437,2006,9,3,2,75.8,66.0,1016.4,0.9,9.8,2.2,6.0,0.0,87.1,59.0,0.0,0.0
2438,2006,9,4,2,77.0,70.0,1017.5,2.0,7.6,4.3,8.0,0.0,87.1,64.9,0.0,0.0
2439,2006,9,5,2,74.5,70.1,1015.9,0.6,4.3,4.1,13.0,0.0,84.0,69.1,4.06,0.0
2440,2006,9,6,2,71.3,63.6,1016.2,0.6,9.4,3.9,11.1,0.0,81.0,66.0,0.23,0.0
2441,2006,9,7,2,71.1,63.7,1017.8,2.2,7.7,1.2,5.1,0.0,82.9,62.1,0.04,0.0
2442,2006,9,8,2,73.6,63.9,1018.5,2.9,7.0,2.3,6.0,0.0,82.9,62.1,0.0,0.0
2443,2006,9,9,2,72.6,63.7,1018.3,2.8,5.9,1.2,6.0,0.0,84.9,62.1,0.0,0.0
2444,2006,9,10,2,73.3,62.1,1018.7,3.0,6.0,3.4,11.1,18.1,84.9,62.1,0.0,0.0
2445,2006,9,11,2,71.3,62.8,1021.7,6.1,6.8,6.3,12.0,15.9,84.9,62.1,0.0,0.0
2446,2006,9,12,2,66.1,55.9,1023.5,7.7,10.0,5.8,8.9,0.0,80.1,57.0,0.0,0.0
2447,2006,9,13,2,64.2,57.2,1018.2,2.5,8.7,4.4,8.0,0.0,75.0,57.0,0.0,0.0
2448,2006,9,14,2,67.6,64.9,1012.5,996.9,6.0,4.5,8.9,0.0,73.9,61.0,0.62,0.0
2449,2006,9,15,2,69.6,61.1,1015.2,999.6,8.7,3.8,8.9,0.0,80.1,61.0,0.17,0.0
2450,2006,9,16,2,68.7,60.9,1017.8,2.1,8.1,4.3,9.9,15.9,80.1,61.0,0.0,0.0
2451,2006,9,17,2,69.0,61.4,1016.9,1.6,8.1,1.6,5.1,0.0,82.9,60.1,0.0,0.0
2452,2006,9,18,2,72.0,62.8,1014.1,998.5,7.1,3.6,11.1,17.1,86.0,60.1,0.0,0.0
2453,2006,9,19,2,75.7,67.3,1009.6,994.0,7.0,6.5,12.0,17.1,87.1,61.0,0.0,0.0
2454,2006,9,20,2,66.6,54.6,1010.7,995.1,9.4,3.4,8.0,14.0,87.1,55.9,0.84,0.0
2455,2006,9,21,2,59.3,45.2,1018.7,2.8,10.0,4.1,8.9,0.0,73.9,46.9,0.0,0.0
2456,2006,9,22,2,64.3,53.3,1021.3,5.5,10.0,5.9,8.9,15.0,79.0,46.9,0.0,0.0
2457,2006,9,23,3,75.0,66.4,1018.1,2.5,8.6,9.2,17.1,21.0,88.0,55.9,0.0,0.0
2458,2006,9,24,3,78.6,69.4,1012.9,997.4,9.8,11.6,18.1,24.1,89.1,68.0,0.0,0.0
2459,2006,9,25,3,70.5,61.2,1012.9,997.3,9.5,4.1,8.9,18.1,89.1,64.0,0.77,0.0
2460,2006,9,26,3,62.7,51.7,1017.0,1.3,9.4,1.7,8.0,0.0,75.9,50.0,0.12,0.0
2461,2006,9,27,3,63.3,52.4,1016.1,0.4,9.2,1.0,7.0,0.0,79.0,50.0,0.0,0.0
2462,2006,9,28,3,68.9,57.0,1011.4,995.8,9.9,6.7,14.0,20.0,82.9,50.0,0.0,0.0
2463,2006,9,29,3,60.4,50.3,1013.0,996.9,9.3,4.1,8.9,15.9,82.9,51.1,1.0,0.0
2464,2006,9,30,3,59.3,48.7,1018.8,2.9,10.0,3.1,9.9,15.0,73.9,46.0,0.0,0.0
2465,2006,10,1,3,66.4,54.5,1018.1,2.3,9.9,4.5,8.0,0.0,79.0,48.9,0.0,0.0
2466,2006,10,2,3,63.5,51.5,1023.3,7.4,10.0,1.0,5.1,0.0,79.0,51.1,0.0,0.0
2467,2006,10,3,3,64.0,53.4,1024.4,8.6,9.4,2.0,7.0,0.0,82.0,50.0,0.0,0.0
2468,2006,10,4,3,68.2,57.7,1022.0,6.3,9.0,4.0,11.1,15.0,84.9,50.0,0.0,0.0
2469,2006,10,5,3,70.8,61.4,1018.3,2.6,6.9,3.3,6.0,0.0,84.9,55.0,0.0,0.0
2470,2006,10,6,3,64.3,60.6,1017.4,1.6,5.9,6.6,12.0,19.0,84.0,55.0,0.05,0.0
2471,2006,10,7,3,53.8,50.6,1019.4,3.4,7.7,6.4,11.1,17.1,69.1,50.0,0.65,0.0
2472,2006,10,8,3,61.4,58.5,1022.1,6.1,6.8,9.7,13.0,20.0,64.0,50.0,0.34,0.0
2473,2006,10,9,3,62.9,57.0,1020.3,4.6,8.8,7.0,11.1,15.0,73.9,55.4,0.04,0.0
2474,2006,10,10,3,66.5,55.8,1016.5,0.7,9.5,3.4,7.0,18.1,79.0,55.9,0.0,0.0
2475,2006,10,11,3,63.0,56.4,1011.0,995.4,9.4,1.5,7.0,0.0,79.0,55.0,0.0,0.0
2476,2006,10,12,3,67.6,56.4,1005.7,990.1,8.6,7.2,13.0,19.0,75.9,55.0,0.02,0.0
2477,2006,10,13,3,53.2,34.3,1012.4,996.6,10.0,3.5,7.0,0.0,75.9,46.0,0.0,0.0
2478,2006,10,14,3,48.0,32.8,1015.0,999.0,10.0,3.1,8.9,17.1,64.0,35.1,0.0,0.0
2479,2006,10,15,3,48.3,34.0,1019.7,3.5,10.0,1.5,8.0,0.0,66.0,33.1,0.0,0.0
2480,2006,10,16,3,50.7,39.0,1023.3,7.2,10.0,1.6,6.0,0.0,66.0,33.1,0.0,0.0
2481,2006,10,17,3,59.5,54.9,1018.9,2.5,7.2,5.6,13.0,0.0,68.0,39.0,0.05,0.0
2482,2006,10,18,3,71.1,65.5,1011.5,995.9,7.0,3.4,8.9,0.0,80.1,55.9,1.03,0.0
2483,2006,10,19,3,66.7,62.4,1010.7,995.2,5.5,1.1,8.0,0.0,80.1,57.0,0.08,0.0
2484,2006,10,20,3,70.7,61.0,1004.8,989.0,7.0,8.3,15.0,18.1,78.1,57.0,0.26,0.0
2485,2006,10,21,3,53.4,40.4,1016.2,0.4,10.0,4.0,9.9,0.0,77.0,44.1,0.0,0.0
2486,2006,10,22,3,51.8,48.1,1016.0,0.1,6.3,2.6,6.0,0.0,64.0,44.1,0.0,0.0
2487,2006,10,23,3,51.9,39.6,1012.7,996.5,7.4,4.7,9.9,17.1,57.9,42.1,0.16,0.0
2488,2006,10,24,3,42.6,24.0,1016.6,0.5,10.0,6.2,13.0,24.1,57.0,32.0,0.0,0.0
2489,2006,10,25,3,43.0,27.9,1021.3,5.1,10.0,2.8,9.9,0.0,57.0,32.0,0.0,0.0
2490,2006,10,26,3,44.6,33.7,1023.5,7.3,10.0,1.5,8.0,0.0,62.1,30.9,0.0,0.0
2491,2006,10,27,3,50.1,43.8,1018.8,2.7,7.1,2.9,12.0,17.1,62.1,31.1,0.0,0.0
2492,2006,10,28,3,65.2,54.4,1000.2,984.7,8.6,11.8,17.1,27.0,70.0,46.9,0.87,0.0
2493,2006,10,29,3,53.8,34.4,1012.9,997.0,10.0,8.8,18.1,21.0,71.1,37.9,0.22,0.0
2494,2006,10,30,3,58.2,44.3,1019.7,3.7,10.0,2.5,8.9,0.0,78.1,37.9,0.0,0.0
2495,2006,10,31,3,59.9,46.9,1019.5,3.7,10.0,4.1,14.0,0.0,78.1,42.1,0.0,0.0
2496,2006,11,1,3,62.5,50.4,1017.4,1.6,9.8,2.7,6.0,0.0,77.0,50.0,0.0,0.0
2497,2006,11,2,3,61.0,47.7,1015.4,999.7,9.5,5.5,9.9,15.0,77.0,51.1,0.0,0.0
2498,2006,11,3,3,44.1,20.0,1026.7,10.5,10.0,4.0,8.9,0.0,64.9,32.0,0.0,0.0
2499,2006,11,4,3,37.7,20.3,1033.3,16.8,10.0,3.4,9.9,15.0,51.1,28.0,0.0,0.0
2500,2006,11,5,3,38.5,24.1,1033.6,17.0,10.0,1.6,7.0,0.0,55.9,25.0,0.0,0.0
2501,2006,11,6,3,43.6,32.1,1030.3,13.9,9.8,1.6,7.0,0.0,63.0,25.0,0.0,0.0
2502,2006,11,7,3,51.8,47.6,1020.7,5.1,6.5,5.6,14.0,18.1,63.0,30.2,0.0,0.0
2503,2006,11,8,3,60.4,58.0,1001.4,985.7,7.9,5.5,13.0,19.0,64.9,46.9,2.44,0.0
2504,2006,11,9,3,60.9,51.9,1004.3,988.7,9.8,2.7,8.9,0.0,73.0,50.0,0.01,0.0
2505,2006,11,10,3,61.2,49.1,1013.4,997.7,9.7,1.5,6.0,18.1,81.0,46.9,0.0,0.0
2506,2006,11,11,3,65.8,53.2,1014.5,998.9,9.9,5.6,13.0,18.1,81.0,46.9,0.0,0.0
2507,2006,11,12,3,56.3,47.8,1010.7,994.9,8.3,7.6,11.1,20.0,69.1,46.4,1.07,0.0
2508,2006,11,13,3,55.0,42.8,1013.3,997.4,10.0,5.7,9.9,15.9,66.0,48.0,0.41,0.0
2509,2006,11,14,3,57.4,45.9,1010.9,995.2,9.4,2.6,11.1,0.0,72.0,46.4,0.0,0.0
2510,2006,11,15,3,56.1,44.2,1011.0,995.3,9.9,2.9,8.0,0.0,73.0,46.0,0.0,0.0
2511,2006,11,16,3,66.2,59.8,1003.2,987.8,8.4,12.5,31.1,39.0,72.0,46.0,0.88,0.0
2512,2006,11,17,3,50.9,38.9,1010.0,994.2,10.0,7.4,15.0,18.1,72.0,39.9,1.48,0.0
2513,2006,11,18,3,46.2,33.9,1016.1,0.1,10.0,2.8,8.9,0.0,61.0,37.9,0.0,0.0
2514,2006,11,19,3,43.3,35.0,1015.5,999.4,9.9,0.7,4.1,0.0,57.0,32.0,0.0,0.0
2515,2006,11,20,3,46.3,34.8,1018.6,2.5,9.7,3.6,9.9,0.0,57.0,32.0,0.0,0.0
2516,2006,11,21,3,41.0,30.7,1023.8,7.6,8.4,11.4,20.0,27.0,53.1,39.0,0.0,0.0
2517,2006,11,22,3,42.8,39.5,1015.0,998.8,6.0,14.9,21.0,32.1,46.9,39.0,2.03,0.0
2518,2006,11,23,3,43.8,39.9,1017.9,1.7,8.6,6.8,9.9,17.1,51.1,39.9,0.68,0.0
2519,2006,11,24,3,47.0,35.7,1021.9,5.6,8.3,2.1,8.9,0.0,66.0,34.0,0.01,0.0
2520,2006,11,25,3,46.2,33.7,1026.1,9.8,10.0,1.5,6.0,0.0,66.0,33.1,0.0,0.0
2521,2006,11,26,3,47.0,37.1,1027.9,11.7,9.8,0.9,4.1,0.0,66.9,33.1,0.0,0.0
2522,2006,11,27,3,48.2,39.0,1027.8,11.6,9.7,1.3,6.0,0.0,71.1,32.0,0.0,0.0
2523,2006,11,28,3,55.0,47.5,1026.4,10.3,8.5,1.3,6.0,0.0,73.0,32.0,0.0,0.0
2524,2006,11,29,3,61.4,56.0,1026.8,10.9,7.4,1.7,9.9,0.0,75.0,43.0,0.0,0.0
2525,2006,11,30,3,66.1,58.1,1024.6,8.7,9.7,6.6,14.0,19.0,77.0,57.9,0.0,0.0
2526,2006,12,1,3,69.6,64.4,1013.8,998.7,9.2,14.4,22.0,32.1,77.0,57.9,0.03,0.0
2527,2006,12,2,3,52.1,32.3,1021.5,5.6,10.0,5.3,13.0,0.0,73.9,39.0,0.23,0.0
2528,2006,12,3,3,44.8,32.0,1028.4,12.1,9.5,4.7,9.9,0.0,57.9,37.0,0.0,0.0
2529,2006,12,4,3,41.3,24.8,1024.4,8.0,8.3,4.5,8.0,15.9,53.1,34.0,0.32,0.0
2530,2006,12,5,3,36.3,19.8,1027.2,10.8,10.0,1.9,8.9,0.0,53.1,25.0,0.0,0.0
2531,2006,12,6,3,41.0,26.5,1027.4,11.0,10.0,3.2,8.9,0.0,57.9,25.0,0.0,0.0
2532,2006,12,7,3,50.6,35.7,1018.6,2.5,10.0,5.3,12.0,17.1,57.9,46.0,0.0,0.0
2533,2006,12,8,3,30.5,6.7,1030.1,13.6,10.0,6.9,12.0,22.9,59.0,21.0,0.0,0.0
2534,2006,12,9,3,29.7,11.4,1034.1,17.4,10.0,2.9,11.1,0.0,48.9,16.0,0.0,0.0
2535,2006,12,10,3,39.3,16.6,1032.9,16.4,10.0,4.4,9.9,18.1,60.1,16.0,0.0,0.0
2536,2006,12,11,3,46.2,21.3,1031.0,14.7,10.0,1.3,5.1,0.0,64.9,27.1,0.0,0.0
2537,2006,12,12,3,44.1,26.4,1031.3,15.0,10.0,1.6,6.0,0.0,64.9,28.0,0.0,0.0
2538,2006,12,13,3,50.2,39.3,1025.6,9.5,10.0,1.1,7.0,0.0,66.0,29.1,0.0,0.0
2539,2006,12,14,3,50.6,43.9,1019.9,4.0,6.0,1.4,6.0,0.0,66.9,39.0,0.0,0.0
2540,2006,12,15,3,50.8,42.6,1013.7,997.8,7.6,4.6,8.0,0.0,66.9,39.0,0.0,0.0
2541,2006,12,16,3,50.2,36.6,1018.8,2.8,9.4,1.5,6.0,0.0,66.9,34.0,0.0,0.0
2542,2006,12,17,3,51.3,37.2,1024.7,8.6,10.0,3.1,8.9,0.0,71.1,35.1,0.0,0.0
2543,2006,12,18,3,57.7,45.9,1024.1,8.1,8.2,4.3,7.0,0.0,75.9,37.0,0.0,0.0
2544,2006,12,19,3,53.2,43.9,1024.0,8.0,9.2,2.3,7.0,0.0,75.9,39.9,0.0,0.0
2545,2006,12,20,3,42.5,30.2,1030.3,14.0,10.0,2.8,8.0,0.0,64.9,28.9,0.0,0.0
2546,2006,12,21,0,44.1,33.8,1029.6,13.3,10.0,1.2,4.1,0.0,55.9,31.1,0.0,0.0
2547,2006,12,22,0,55.6,49.3,1023.4,7.4,8.5,5.9,13.0,22.0,62.1,37.0,0.0,0.0
2548,2006,12,23,0,64.0,60.3,1013.7,997.9,6.0,6.4,9.9,0.0,70.0,52.0,0.94,0.0
